eventID	occurrenceID	catalogNumber	institutionCode	scientificName	identificationQualifier	identificationRemarks	taxonRank	scientificNameID	kingdom	phylum	class	order	family	genus	specificEpithet	basisOfRecord	occurrenceRemarks	occurrenceStatus	type	preparations
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_DURANT012	DURANT012	ULiege	Gigartina skottsbergii			species	urn:lsid:marinespecies.org:taxname:371735	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Gigartina	skottsbergii	MaterialSample	Live algae collected fixed to the substrate	present	PhysicalObject	none
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_DURANT013	DURANT013	ULiege	Gigartina skottsbergii			species	urn:lsid:marinespecies.org:taxname:371735	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Gigartina	skottsbergii	MaterialSample	Live algae collected fixed to the substrate	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMGIG01	LMGIG01	ULiege	Gigartina skottsbergii			species	urn:lsid:marinespecies.org:taxname:371735	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Gigartina	skottsbergii	MaterialSample	Macrodetritus found in beach wrack.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMGIG02	LMGIG02	ULiege	Gigartina skottsbergii			species	urn:lsid:marinespecies.org:taxname:371735	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Gigartina	skottsbergii	MaterialSample	Macrodetritus found in beach wrack.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMGIG03	LMGIG03	ULiege	Gigartina skottsbergii			species	urn:lsid:marinespecies.org:taxname:371735	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Gigartina	skottsbergii	MaterialSample	Macrodetritus found in beach wrack.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMGIG04	LMGIG04	ULiege	Gigartina skottsbergii			species	urn:lsid:marinespecies.org:taxname:371735	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Gigartina	skottsbergii	MaterialSample	Macrodetritus found in beach wrack.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMGIG05	LMGIG05	ULiege	Gigartina skottsbergii			species	urn:lsid:marinespecies.org:taxname:371735	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Gigartina	skottsbergii	MaterialSample	Macrodetritus found in beach wrack.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMGIG06	LMGIG06	ULiege	Gigartina skottsbergii			species	urn:lsid:marinespecies.org:taxname:371735	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Gigartina	skottsbergii	MaterialSample	Macrodetritus found in beach wrack.	present	PhysicalObject	none
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_HALPLA01	HALPLA01	ULiege	Halicarcinus planatus			species	urn:lsid:marinespecies.org:taxname:441785	Animalia	Arthropoda	Malacostraca	Decapoda	Hymenosomatidae	Halicarcinus	planatus	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_HALPLA03	HALPLA03	ULiege	Halicarcinus planatus			species	urn:lsid:marinespecies.org:taxname:441785	Animalia	Arthropoda	Malacostraca	Decapoda	Hymenosomatidae	Halicarcinus	planatus	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_HALPLA04	HALPLA04	ULiege	Halicarcinus planatus			species	urn:lsid:marinespecies.org:taxname:441785	Animalia	Arthropoda	Malacostraca	Decapoda	Hymenosomatidae	Halicarcinus	planatus	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_HALPLA06	HALPLA06	ULiege	Halicarcinus planatus			species	urn:lsid:marinespecies.org:taxname:441785	Animalia	Arthropoda	Malacostraca	Decapoda	Hymenosomatidae	Halicarcinus	planatus	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_HALPLA07	HALPLA07	ULiege	Halicarcinus planatus			species	urn:lsid:marinespecies.org:taxname:441785	Animalia	Arthropoda	Malacostraca	Decapoda	Hymenosomatidae	Halicarcinus	planatus	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_HALPLA08	HALPLA08	ULiege	Halicarcinus planatus			species	urn:lsid:marinespecies.org:taxname:441785	Animalia	Arthropoda	Malacostraca	Decapoda	Hymenosomatidae	Halicarcinus	planatus	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_HALPLA09	HALPLA09	ULiege	Halicarcinus planatus			species	urn:lsid:marinespecies.org:taxname:441785	Animalia	Arthropoda	Malacostraca	Decapoda	Hymenosomatidae	Halicarcinus	planatus	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_HALPLA12	HALPLA12	ULiege	Halicarcinus planatus			species	urn:lsid:marinespecies.org:taxname:441785	Animalia	Arthropoda	Malacostraca	Decapoda	Hymenosomatidae	Halicarcinus	planatus	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_HALPLA16	HALPLA16	ULiege	Halicarcinus planatus			species	urn:lsid:marinespecies.org:taxname:441785	Animalia	Arthropoda	Malacostraca	Decapoda	Hymenosomatidae	Halicarcinus	planatus	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_HALPLA18	HALPLA18	ULiege	Halicarcinus planatus			species	urn:lsid:marinespecies.org:taxname:441785	Animalia	Arthropoda	Malacostraca	Decapoda	Hymenosomatidae	Halicarcinus	planatus	MaterialSample		present	PhysicalObject	acidification
Proteker5_Intertidal_2016-11-19	Proteker5_Intertidal_2016-11-19_Isotopes_ISO002	ISO002	ULiege	Isopoda			order	urn:lsid:marinespecies.org:taxname:1131	Animalia	Arthropoda	Malacostraca	Isopoda				MaterialSample	Very abundant in intertidal and subtidal zones.	present	PhysicalObject	none
Proteker5_Intertidal_2016-11-19	Proteker5_Intertidal_2016-11-19_Isotopes_ISO008	ISO008	ULiege	Isopoda			order	urn:lsid:marinespecies.org:taxname:1131	Animalia	Arthropoda	Malacostraca	Isopoda				MaterialSample	Very abundant in intertidal and subtidal zones.	present	PhysicalObject	none
Proteker5_Intertidal_2016-11-19	Proteker5_Intertidal_2016-11-19_Isotopes_ISO013	ISO013	ULiege	Isopoda			order	urn:lsid:marinespecies.org:taxname:1131	Animalia	Arthropoda	Malacostraca	Isopoda				MaterialSample	Very abundant in intertidal and subtidal zones.	present	PhysicalObject	none
Proteker5_Intertidal_2016-11-19	Proteker5_Intertidal_2016-11-19_Isotopes_ISO014	ISO014	ULiege	Isopoda			order	urn:lsid:marinespecies.org:taxname:1131	Animalia	Arthropoda	Malacostraca	Isopoda				MaterialSample	Very abundant in intertidal and subtidal zones.	present	PhysicalObject	none
Proteker5_Intertidal_2016-11-19	Proteker5_Intertidal_2016-11-19_Isotopes_ISO015	ISO015	ULiege	Isopoda			order	urn:lsid:marinespecies.org:taxname:1131	Animalia	Arthropoda	Malacostraca	Isopoda				MaterialSample	Very abundant in intertidal and subtidal zones.	present	PhysicalObject	none
Proteker5_Intertidal_2016-11-19	Proteker5_Intertidal_2016-11-19_Isotopes_ISO017	ISO017	ULiege	Isopoda			order	urn:lsid:marinespecies.org:taxname:1131	Animalia	Arthropoda	Malacostraca	Isopoda				MaterialSample	Very abundant in intertidal and subtidal zones.	present	PhysicalObject	none
Proteker5_Intertidal_2016-11-19	Proteker5_Intertidal_2016-11-19_Isotopes_ISO020	ISO020	ULiege	Isopoda			order	urn:lsid:marinespecies.org:taxname:1131	Animalia	Arthropoda	Malacostraca	Isopoda				MaterialSample	Very abundant in intertidal and subtidal zones.	present	PhysicalObject	none
Proteker5_Intertidal_2016-11-19	Proteker5_Intertidal_2016-11-19_Isotopes_ISO022	ISO022	ULiege	Isopoda			order	urn:lsid:marinespecies.org:taxname:1131	Animalia	Arthropoda	Malacostraca	Isopoda				MaterialSample	Very abundant in intertidal and subtidal zones.	present	PhysicalObject	none
Proteker5_Intertidal_2016-11-19	Proteker5_Intertidal_2016-11-19_Isotopes_ISO024	ISO024	ULiege	Isopoda			order	urn:lsid:marinespecies.org:taxname:1131	Animalia	Arthropoda	Malacostraca	Isopoda				MaterialSample	Very abundant in intertidal and subtidal zones.	present	PhysicalObject	none
Proteker5_Scuba_2016-11-22	Proteker5_Scuba_2016-11-22_Isotopes_ASTER064	ASTER064	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-22	Proteker5_Scuba_2016-11-22_Isotopes_ASTER065	ASTER065	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-22	Proteker5_Scuba_2016-11-22_Isotopes_ASTER066	ASTER066	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-22	Proteker5_Scuba_2016-11-22_Isotopes_ASTER067	ASTER067	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-22	Proteker5_Scuba_2016-11-22_Isotopes_ASTER068	ASTER068	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_ASTER088	ASTER088	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_ASTER089	ASTER089	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_ASTER090	ASTER090	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_ASTER091	ASTER091	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_ASTER099	ASTER099	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_ASTER100	ASTER100	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_ASTER102	ASTER102	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_ASTER103	ASTER103	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_ASTER104	ASTER104	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_ASTER106	ASTER106	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_ASTER107	ASTER107	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-30	Proteker5_Scuba_2016-11-30_Isotopes_ASTER108	ASTER108	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_ASTER113	ASTER113	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_ASTER114	ASTER114	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_ASTER115	ASTER115	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_ASTER116	ASTER116	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_ASTER117	ASTER117	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_ASTER118	ASTER118	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_ASTER119	ASTER119	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_ASTER120	ASTER120	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_ASTER121	ASTER121	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-12-01	Proteker5_Scuba_2016-12-01_Isotopes_ASTER122	ASTER122	ULiege	Leptychaster kerguelensis			species	urn:lsid:marinespecies.org:taxname:152501	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Leptychaster	kerguelenensis	MaterialSample		present	PhysicalObject	acidification
Proteker5_Scuba_2016-11-21	Proteker5_Scuba_2016-11-21_Isotopes_DETMMAC01	DETMMAC01	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Subtidal macrodetritus sampled during SCUBA diving	present	PhysicalObject	none
Proteker5_Scuba_2016-11-21	Proteker5_Scuba_2016-11-21_Isotopes_DETMMAC02	DETMMAC02	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Subtidal macrodetritus sampled during SCUBA diving	present	PhysicalObject	none
Proteker5_Scuba_2016-11-21	Proteker5_Scuba_2016-11-21_Isotopes_DETMMAC03	DETMMAC03	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Subtidal macrodetritus sampled during SCUBA diving	present	PhysicalObject	none
Proteker5_Scuba_2016-11-23	Proteker5_Scuba_2016-11-23_Isotopes_DETMMAC05	DETMMAC05	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Subtidal macrodetritus sampled during SCUBA diving	present	PhysicalObject	none
Proteker5_Scuba_2016-11-23	Proteker5_Scuba_2016-11-23_Isotopes_DETMMAC06	DETMMAC06	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Subtidal macrodetritus sampled during SCUBA diving	present	PhysicalObject	none
Proteker5_Scuba_2016-11-23	Proteker5_Scuba_2016-11-23_Isotopes_DETMMAC07	DETMMAC07	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Subtidal macrodetritus sampled during SCUBA diving	present	PhysicalObject	none
Proteker5_Scuba_2016-11-23	Proteker5_Scuba_2016-11-23_Isotopes_DETRMACM04	DETRMACM04	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Subtidal macrodetritus sampled during SCUBA diving	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC+01	LMMAC+01	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC+02	LMMAC+02	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC+03	LMMAC+03	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC+04	LMMAC+04	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC+05	LMMAC+05	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC+06	LMMAC+06	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC01	LMMAC01	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC02	LMMAC02	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC03	LMMAC03	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC04	LMMAC04	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC05	LMMAC05	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Intertidal_2016-12-04	Proteker5_Intertidal_2016-12-04_Isotopes_LMMAC06	LMMAC06	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Macrodetritus found in beach wrack. Very degraded.	present	PhysicalObject	none
Proteker5_Scuba_2016-11-23	Proteker5_Scuba_2016-11-23_Isotopes_MACPYR007	MACPYR007	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Live algae collected fixed to the substrate	present	PhysicalObject	none
Proteker5_Scuba_2016-11-23	Proteker5_Scuba_2016-11-23_Isotopes_MACPYR008	MACPYR008	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Live algae collected fixed to the substrate	present	PhysicalObject	none
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_MACPYR009	MACPYR009	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Live algae collected fixed to the substrate	present	PhysicalObject	none
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_MACPYR010	MACPYR010	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Live algae collected fixed to the substrate	present	PhysicalObject	none
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_MACPYR011	MACPYR011	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Live algae collected fixed to the substrate	present	PhysicalObject	none
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_MACPYR012	MACPYR012	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Live algae collected fixed to the substrate	present	PhysicalObject	none
Proteker5_Scuba_2016-11-26	Proteker5_Scuba_2016-11-26_Isotopes_MACPYR013	MACPYR013	ULiege	Macrocystis pyrifera			species	urn:lsid:marinespecies.org:taxname:232231	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	pyrifera	MaterialSample	Live algae collected fixed to the substrate	present	PhysicalObject	none
